0 0 100
982.2872507286887 187.3813145857246 1 1
-368.1245526846778 929.7764858882515 1 1
-637.4239897486896 -770.5132427757893 1 1
248.68988716485492 -968.5831611286311 1 1
-187.38131458572462 -982.2872507286887 1 1
368.12455268467744 -929.7764858882516 1 1
62.79051952931283 -998.0267284282716 1 1
-770.5132427757892 637.4239897486899 1 1
-844.3279255020152 -535.8267949789964 1 1
982.2872507286887 -187.38131458572468 1 1
929.7764858882515 368.1245526846779 1 1
481.7536741017157 -876.3066800438634 1 1
-535.8267949789969 844.327925502015 1 1
-1000.0 1.2246467991473532e-13 1 1
187.38131458572474 982.2872507286886 1 1
-684.5471059286887 -728.9686274214115 1 1
-929.7764858882514 368.1245526846781 1 1
844.3279255020151 535.8267949789966 1 1
968.5831611286311 248.68988716485478 1 1
770.5132427757893 637.4239897486897 1 1
-904.8270524660197 -425.7792915650723 1 1
587.7852522924729 -809.0169943749476 1 1
-876.3066800438636 481.7536741017152 1 1
-1.8369701987210297e-13 -1000.0 1 1
-968.5831611286312 -248.68988716485458 1 1
929.7764858882515 -368.12455268467784 1 1
-728.9686274214117 -684.5471059286884 1 1
125.33323356430448 992.1147013144778 1 1
-481.75367410171526 -876.3066800438636 1 1
125.33323356430424 -992.1147013144779 1 1
-637.4239897486898 770.5132427757893 1 1
-309.0169943749471 951.0565162951536 1 1
809.0169943749473 -587.7852522924734 1 1
998.0267284282716 -62.790519529313265 1 1
-481.75367410171543 876.3066800438635 1 1
637.4239897486898 770.5132427757893 1 1
425.77929156507184 -904.82705246602 1 1
684.547105928688 -728.9686274214121 1 1
248.68988716485475 968.5831611286311 1 1
6.123233995736766e-14 1000.0 1 1
587.7852522924733 809.0169943749473 1 1
728.9686274214115 684.5471059286887 1 1
-951.0565162951535 309.0169943749475 1 1
637.4239897486893 -770.5132427757895 1 1
998.0267284282716 62.79051952931337 1 1
1000.0 0.0 1 1
-904.8270524660194 425.77929156507287 1 1
-535.8267949789963 -844.3279255020153 1 1
-425.7792915650722 -904.8270524660198 1 1
309.01699437494744 951.0565162951535 1 1
-62.79051952931321 -998.0267284282716 1 1
-992.1147013144779 -125.33323356430428 1 1
535.8267949789968 -844.327925502015 1 1
-770.5132427757893 -637.4239897486897 1 1
-809.0169943749478 -587.7852522924727 1 1
951.0565162951535 -309.0169943749476 1 1
62.79051952931353 998.0267284282716 1 1
728.9686274214113 -684.5471059286889 1 1
904.8270524660196 425.77929156507264 1 1
844.3279255020148 -535.8267949789971 1 1
-992.1147013144778 125.33323356430454 1 1
684.5471059286887 728.9686274214115 1 1
876.3066800438631 -481.7536741017161 1 1
309.0169943749472 -951.0565162951536 1 1
-929.7764858882515 -368.1245526846779 1 1
-62.7905195293134 998.0267284282716 1 1
-684.5471059286888 728.9686274214115 1 1
-998.0267284282716 -62.79051952931334 1 1
-876.3066800438635 -481.7536741017154 1 1
-425.7792915650727 904.8270524660195 1 1
-248.68988716485444 -968.5831611286312 1 1
770.5132427757893 -637.4239897486897 1 1
-809.0169943749473 587.7852522924733 1 1
187.38131458572425 -982.2872507286887 1 1
-968.583161128631 248.68988716485524 1 1
951.0565162951535 309.0169943749474 1 1
-998.0267284282716 62.790519529313585 1 1
368.12455268467806 929.7764858882514 1 1
-368.1245526846778 -929.7764858882515 1 1
-125.33323356430415 992.1147013144779 1 1
-982.2872507286886 -187.38131458572477 1 1
-587.7852522924733 -809.0169943749473 1 1
-587.785252292473 809.0169943749474 1 1
876.3066800438636 481.7536741017153 1 1
904.8270524660194 -425.779291565073 1 1
-951.0565162951536 -309.0169943749473 1 1
-982.2872507286887 187.38131458572457 1 1
992.1147013144779 125.33323356430427 1 1
809.0169943749474 587.7852522924732 1 1
-125.33323356430459 -992.1147013144778 1 1
481.75367410171515 876.3066800438637 1 1
-187.3813145857246 982.2872507286887 1 1
535.8267949789965 844.3279255020151 1 1
-248.68988716485484 968.5831611286311 1 1
